"customer_id","Customer_Segments"
416524,"Super High"
416526,"Super High"
416533,"Low"
416541,"Low"
416544,"Low"
416545,"Low"
416550,"Medium"
416552,"Medium"
416557,"Medium"
416561,"Super High"
416562,"Low"
416575,"Medium"
416581,"Medium"
416588,"Medium"
416610,"High"
416614,"Medium"
416615,"Medium"
416622,"Super High"
416635,"Medium"
416647,"Medium"
416663,"Low"
416690,"High"
416696,"Medium"
416714,"Medium"
416743,"Medium"
416753,"Super High"
416781,"Super High"
416831,"Medium"
416834,"Medium"
416835,"Low"
416837,"Medium"
416840,"Super High"
416842,"Medium"
416844,"Low"
416857,"Medium"
416863,"Low"
416872,"Medium"
416876,"Medium"
416882,"Medium"
416894,"Super High"
416918,"Medium"
416920,"Super High"
416936,"Medium"
416945,"Low"
416946,"Super High"
416950,"Low"
416958,"Low"
416960,"Super High"
416980,"High"
416986,"Medium"
417006,"Super High"
417007,"Medium"
417019,"Super High"
417025,"Medium"
417051,"Medium"
417057,"Medium"
417062,"Medium"
417078,"Medium"
417092,"Medium"
417096,"Medium"
417102,"Medium"
417104,"Medium"
417107,"Medium"
417112,"Medium"
417118,"Medium"
417125,"Medium"
417130,"Medium"
417131,"Super High"
417138,"High"
417142,"Medium"
417149,"Super High"
417154,"Super High"
417157,"Super High"
417161,"Medium"
417162,"Medium"
417173,"Medium"
417178,"Super High"
417179,"Medium"
417186,"Medium"
417195,"Medium"
417201,"Super High"
417202,"Medium"
417206,"Medium"
417215,"Medium"
417216,"Medium"
417219,"High"
417221,"Medium"
417229,"Low"
417246,"Medium"
417250,"Medium"
417265,"Medium"
417270,"Super High"
417271,"Super High"
417272,"Super High"
417275,"Medium"
417283,"Low"
417288,"Medium"
417292,"Medium"
417356,"Medium"
417359,"Super High"
417361,"Medium"
417368,"Low"
417377,"Low"
417385,"Medium"
417391,"Super High"
417393,"High"
417412,"Super High"
417425,"High"
417436,"Medium"
417445,"Medium"
417484,"Medium"
417497,"Low"
417498,"Super High"
417531,"Super High"
417538,"Low"
417540,"Medium"
417547,"High"
417553,"Super High"
417575,"Medium"
417577,"Low"
417581,"Super High"
417584,"Medium"
417587,"Super High"
417604,"Medium"
417605,"Medium"
417610,"High"
417615,"Medium"
417621,"Super High"
417623,"Medium"
417624,"Medium"
417625,"Medium"
418154,"Low"
418163,"Super High"
418326,"Medium"
418521,"Low"
418556,"Low"
418614,"Super High"
418629,"Super High"
418688,"Medium"
418714,"Super High"
418759,"Low"
418776,"Medium"
418804,"Medium"
418827,"Medium"
418844,"Super High"
418896,"Medium"
418955,"Medium"
418963,"Medium"
418979,"Super High"
418997,"Super High"
419003,"High"
419014,"Low"
419022,"Super High"
419043,"Medium"
419054,"High"
419080,"Super High"
419088,"Super High"
419095,"Low"
419097,"Medium"
419108,"Super High"
419113,"Super High"
419116,"Super High"
419128,"Super High"
419129,"Super High"
419135,"High"
419143,"Medium"
419207,"Low"
419210,"Low"
419220,"Super High"
419233,"Low"
419253,"Super High"
419254,"Low"
419259,"Super High"
419260,"Medium"
419270,"Low"
419292,"Super High"
419303,"Medium"
419321,"Super High"
419332,"Super High"
419333,"Medium"
419336,"Low"
419338,"High"
419354,"Super High"
419361,"Medium"
419364,"Medium"
419385,"Medium"
419386,"Medium"
419399,"Low"
419405,"High"
419421,"Super High"
419427,"Medium"
419433,"Medium"
419439,"Super High"
419444,"Super High"
419457,"Medium"
419476,"Medium"
419477,"Super High"
419482,"Medium"
419492,"Super High"
419497,"Medium"
419498,"High"
419506,"Super High"
419523,"Low"
419535,"Super High"
419548,"Super High"
419602,"Super High"
419604,"Medium"
419607,"Super High"
419619,"Super High"
419645,"Low"
419727,"Low"
419747,"Low"
419768,"Super High"
419770,"Low"
419771,"Low"
419809,"Low"
419813,"Low"
419819,"Low"
419851,"Super High"
419869,"Super High"
419919,"Super High"
419943,"High"
419948,"Medium"
419990,"Low"
420005,"Super High"
420032,"Low"
420043,"High"
420046,"Low"
420096,"Low"
420112,"Low"
420114,"Low"
420118,"Low"
420132,"Low"
420143,"Low"
420146,"Low"
420147,"Low"
420152,"Low"
420153,"Low"
420159,"Medium"
420160,"Low"
420161,"High"
420166,"Super High"
420170,"High"
420175,"Low"
420183,"Medium"
420192,"Low"
420193,"Super High"
420195,"Super High"
420196,"Low"
420199,"Low"
420209,"Super High"
420215,"Low"
420217,"Super High"
420227,"High"
420236,"Super High"
420243,"Low"
420246,"Low"
420851,"Super High"
420864,"Low"
420891,"High"
420959,"Low"
420980,"Super High"
420990,"Medium"
421003,"Super High"
421050,"Super High"
421059,"Low"
421096,"Low"
421120,"High"
421166,"Super High"
421250,"Medium"
421255,"Super High"
421258,"Low"
421306,"Low"
421529,"Medium"
421558,"Low"
421563,"Medium"
421571,"Medium"
421599,"Super High"
421652,"Medium"
421675,"Super High"
421677,"High"
421701,"Low"
421704,"Medium"
421714,"Low"
421728,"Medium"
421733,"Low"
421736,"Medium"
421739,"Medium"
421746,"Low"
421747,"Medium"
421751,"Medium"
421788,"Super High"
421835,"Medium"
421848,"Super High"
421851,"High"
421853,"Medium"
421859,"Medium"
421865,"Medium"
421870,"Medium"
421872,"Super High"
421874,"High"
422669,"Super High"
422740,"Low"
422741,"Medium"
422752,"Super High"
422757,"Low"
422761,"Low"
422793,"Low"
422826,"Low"
422858,"Super High"
422919,"Low"
422944,"Medium"
422971,"Medium"
422987,"Low"
422993,"Super High"
423000,"Low"
423024,"Medium"
423040,"Super High"
423055,"High"
423063,"Super High"
423086,"Super High"
423088,"Medium"
423093,"Medium"
423096,"Low"
423098,"Medium"
423116,"Low"
423132,"Medium"
423135,"Medium"
423138,"Low"
423157,"Medium"
423159,"Super High"
423181,"Medium"
423205,"Low"
423234,"Super High"
423240,"Super High"
423252,"Super High"
423266,"Medium"
423269,"Medium"
423281,"Super High"
423284,"High"
423289,"High"
423291,"Super High"
423296,"Medium"
423298,"Super High"
423312,"Medium"
423661,"Super High"
423853,"Medium"
423888,"Super High"
423901,"Medium"
423932,"Super High"
423942,"Super High"
423944,"Low"
423986,"Medium"
424024,"Medium"
424028,"Super High"
424084,"Medium"
424090,"Medium"
424094,"Medium"
424149,"Medium"
424150,"Medium"
424183,"Medium"
424198,"Medium"
424216,"Medium"
424218,"Medium"
424269,"Super High"
424276,"Medium"
424280,"Medium"
424285,"Super High"
424320,"Medium"
424347,"Low"
424354,"Medium"
424397,"Medium"
424407,"Super High"
424413,"Medium"
424436,"Low"
424438,"Medium"
424443,"Medium"
424501,"Medium"
424502,"Medium"
424519,"Medium"
424524,"Medium"
424526,"Medium"
424530,"Super High"
424538,"Medium"
424542,"Medium"
424548,"Super High"
424552,"Medium"
424553,"High"
424572,"Super High"
424582,"Medium"
424584,"Super High"
424591,"Super High"
424592,"Super High"
424599,"Medium"
424600,"Medium"
424609,"Low"
424611,"Super High"
424614,"Medium"
424615,"Medium"
424622,"Super High"
424626,"Medium"
424633,"Super High"
424640,"Super High"
424763,"Medium"
425055,"Medium"
425116,"Low"
425131,"Low"
425134,"Low"
425155,"Low"
425210,"Super High"
425223,"Low"
425235,"Low"
425242,"Low"
425245,"Low"
425276,"Low"
425293,"Medium"
425296,"Low"
425315,"Low"
425347,"Low"
425353,"Super High"
425367,"Super High"
425409,"Low"
425418,"Super High"
425426,"Low"
425432,"Low"
425451,"Super High"
425456,"Low"
425459,"Medium"
425463,"Low"
425467,"Super High"
425487,"Medium"
425490,"Super High"
425509,"Low"
425549,"Low"
425553,"Low"
425557,"Super High"
425565,"Super High"
425592,"Low"
425593,"Low"
425596,"Low"
425619,"High"
425633,"Super High"
425641,"Super High"
425666,"Super High"
425668,"High"
425671,"High"
425673,"High"
425686,"High"
425731,"Low"
425739,"Low"
425773,"Medium"
425838,"Super High"
425931,"Low"
425979,"Low"
426009,"Low"
426037,"Medium"
426042,"Low"
426046,"Low"
426056,"Low"
426119,"High"
426129,"Low"
426171,"Low"
426182,"Low"
426232,"Low"
426240,"Low"
426258,"High"
426259,"Low"
426262,"High"
426264,"Super High"
426279,"Super High"
426294,"High"
426336,"Super High"
426339,"Low"
426354,"Super High"
426363,"Low"
426368,"Low"
426372,"Super High"
426392,"Low"
426452,"Super High"
426475,"Super High"
426476,"Low"
426479,"Super High"
426496,"Super High"
426518,"Super High"
426531,"Low"
426533,"Low"
426620,"Low"
426632,"Super High"
426645,"Super High"
426667,"Low"
426685,"Low"
426719,"Low"
426720,"Low"
426735,"Medium"
426753,"High"
426763,"Medium"
426769,"Super High"
426771,"Low"
426775,"Super High"
426778,"High"
426782,"Super High"
426785,"High"
426787,"Low"
427186,"Low"
427290,"Low"
427365,"Low"
427371,"Low"
427394,"Low"
427443,"Super High"
427482,"Medium"
427525,"High"
427537,"High"
427559,"Low"
427599,"Super High"
427602,"Super High"
427654,"Low"
427660,"Low"
427676,"Low"
427708,"Low"
427710,"Super High"
427767,"Low"
428003,"Super High"
428040,"Super High"
428041,"Low"
428087,"Low"
428089,"Low"
428117,"Low"
428151,"Super High"
428193,"Super High"
428224,"Low"
428230,"Super High"
428236,"Low"
428245,"Super High"
428259,"High"
428283,"Low"
428300,"Super High"
428313,"Super High"
428325,"Low"
428333,"Low"
428341,"Low"
428365,"Super High"
428366,"Super High"
428405,"High"
428408,"Super High"
428426,"Low"
428619,"Low"
428917,"Low"
428938,"Low"
428984,"Low"
428991,"Super High"
428996,"Low"
429004,"Low"
429044,"Super High"
429047,"Low"
429051,"Low"
429052,"Low"
429057,"Low"
429090,"Super High"
429109,"Super High"
429120,"Low"
429138,"Low"
429140,"Super High"
429143,"Super High"
429147,"Low"
429159,"Super High"
429162,"Super High"
429195,"Super High"
429204,"Low"
429227,"Super High"
429250,"Super High"
429259,"High"
429280,"Low"
429281,"Super High"
429290,"Low"
429311,"Low"
429313,"Super High"
429323,"Medium"
429331,"Low"
429341,"Low"
429342,"Super High"
429345,"Low"
429353,"Super High"
429369,"Super High"
429375,"High"
429883,"Super High"
429915,"Super High"
430224,"Super High"
430238,"Low"
430265,"Low"
430267,"Low"
430280,"Super High"
430282,"Super High"
430312,"Low"
430341,"Super High"
430359,"Low"
430365,"Low"
430392,"Low"
430404,"Low"
430420,"Super High"
430428,"Super High"
430493,"Low"
430495,"Super High"
430506,"Low"
430541,"High"
430566,"Super High"
430615,"High"
430669,"Low"
430675,"Low"
430682,"Super High"
430701,"Super High"
430754,"Low"
430760,"Super High"
430773,"Low"
430782,"Super High"
430787,"Low"
430790,"High"
430797,"Super High"
430808,"Super High"
430821,"Low"
430822,"Low"
431319,"Low"
431422,"Low"
431503,"Low"
431517,"Low"
431523,"Low"
431573,"Super High"
431596,"Super High"
431658,"Low"
431720,"Low"
431761,"Low"
431770,"Low"
431776,"Low"
431905,"Low"
431909,"Low"
431910,"Super High"
431927,"Medium"
431983,"Super High"
431992,"Super High"
432035,"Super High"
432039,"Super High"
432058,"Super High"
432065,"Medium"
432068,"Low"
432069,"Super High"
432224,"Super High"
432340,"Low"
432375,"Super High"
432409,"Low"
432502,"Low"
432505,"Low"
432585,"Super High"
432630,"Medium"
432635,"Super High"
432649,"Super High"
432689,"Low"
432703,"Super High"
432709,"Low"
432716,"Super High"
432746,"Super High"
432757,"High"
432767,"Low"
432769,"Low"
432789,"Super High"
432795,"Super High"
432796,"Low"
432799,"Super High"
432807,"High"
432813,"Low"
432827,"Super High"
432832,"High"
432843,"Low"
432861,"Low"
432881,"Super High"
432883,"Low"
432889,"Super High"
432906,"Low"
432910,"Low"
432914,"Low"
433587,"Super High"
433722,"Low"
433804,"Low"
433806,"Super High"
433814,"Low"
433838,"Super High"
433841,"High"
433843,"High"
433866,"Low"
433964,"High"
433987,"Low"
434033,"Low"
434058,"Low"
434071,"Super High"
434076,"High"
434089,"Low"
434424,"Low"
434561,"Low"
434596,"Low"
434713,"Low"
434719,"Low"
434813,"High"
434815,"Super High"
434827,"Low"
434839,"Low"
434849,"Low"
434865,"Low"
434876,"High"
434884,"Super High"
435172,"Low"
435258,"Low"
435292,"Super High"
435300,"Super High"
435327,"Low"
435358,"Super High"
435388,"High"
435395,"Low"
435402,"Super High"
435425,"Super High"
435442,"Low"
435447,"Low"
435457,"High"
435476,"Super High"
435481,"Super High"
435489,"Low"
435501,"Super High"
435505,"Low"
435515,"Low"
435524,"Super High"
435526,"Low"
435566,"Low"
435735,"Low"
435750,"Super High"
435877,"Super High"
435883,"Low"
435895,"Low"
435977,"Low"
435990,"Super High"
436008,"Super High"
436031,"Low"
436035,"Low"
436054,"Low"
436059,"Low"
436089,"Super High"
436100,"Low"
436142,"Low"
436152,"Medium"
436208,"Low"
436217,"Low"
436249,"Low"
436253,"Super High"
436272,"Super High"
436398,"Low"
436430,"Super High"
436507,"High"
436515,"High"
436518,"Low"
436520,"Low"
436546,"Low"
436552,"Super High"
436571,"Low"
436575,"Super High"
436598,"Super High"
436607,"Low"
436622,"Super High"
436631,"Low"
436635,"Super High"
436674,"Low"
436684,"Low"
436707,"Super High"
436709,"High"
436716,"Low"
436721,"Super High"
436881,"Super High"
437017,"Super High"
437044,"Low"
437055,"Super High"
437089,"Low"
437094,"Super High"
437095,"Super High"
437143,"Low"
437182,"Low"
437211,"High"
437228,"Low"
437240,"Low"
437247,"Super High"
437248,"Super High"
437252,"Low"
437258,"High"
437277,"Low"
437282,"Low"
437286,"Super High"
437290,"Low"
437313,"Super High"
437322,"Low"
437329,"Low"
437335,"Low"
437363,"Super High"
437365,"Low"
437397,"Super High"
437400,"Low"
437401,"Low"
437437,"Low"
437438,"Low"
437442,"Low"
437462,"Low"
437471,"Super High"
437480,"Super High"
437487,"Super High"
437492,"Super High"
437500,"Low"
437512,"Super High"
437518,"Super High"
437525,"High"
437537,"Low"
437549,"Super High"
437564,"Low"
437565,"Super High"
437569,"High"
437572,"High"
437579,"Low"
437584,"High"
437589,"High"
437598,"Super High"
437601,"Low"
437614,"Low"
437620,"High"
437813,"Low"
437942,"Low"
437955,"Super High"
437963,"Low"
438038,"Low"
438052,"Medium"
438053,"Low"
438087,"Super High"
438089,"Super High"
438092,"Low"
438105,"Super High"
438120,"Super High"
438132,"Low"
438153,"Low"
438181,"Low"
438199,"Super High"
438205,"Low"
438215,"Super High"
438227,"High"
438249,"Low"
438280,"Low"
438289,"Low"
438302,"High"
438306,"Low"
438310,"Low"
438313,"High"
438316,"Low"
438321,"Super High"
438324,"Super High"
438339,"Super High"
438812,"Low"
438830,"Low"
438888,"Low"
438901,"Low"
438902,"Medium"
438958,"Low"
438993,"Low"
439032,"Low"
439040,"Low"
439043,"Low"
439064,"Super High"
439066,"Super High"
439067,"Super High"
439139,"Low"
439167,"Low"
439191,"Low"
439194,"Medium"
439195,"Super High"
439209,"Low"
439213,"Low"
439220,"Low"
439231,"Super High"
439250,"Low"
439251,"High"
439256,"Super High"
439263,"Low"
439270,"Low"
439275,"Super High"
439278,"Super High"
439366,"Super High"
439385,"Super High"
439397,"Medium"
439399,"Super High"
439402,"Medium"
439805,"Low"
439806,"Medium"
439818,"Super High"
439912,"Medium"
439927,"Low"
439936,"Medium"
439981,"Super High"
439987,"Medium"
440003,"Medium"
440012,"Medium"
440018,"Super High"
440041,"Super High"
440051,"Medium"
440056,"Low"
440071,"Low"
440074,"High"
440082,"Medium"
440105,"Super High"
440121,"High"
440195,"Low"
440218,"Low"
440219,"Super High"
440232,"Super High"
440291,"Super High"
440295,"High"
440320,"Medium"
440324,"Medium"
440331,"Super High"
440342,"Super High"
440357,"Low"
440376,"Medium"
440382,"Medium"
440691,"Low"
440692,"Super High"
440862,"Super High"
440937,"Medium"
440988,"Super High"
440991,"Low"
441040,"Super High"
441173,"Medium"
441216,"Medium"
441251,"Low"
441303,"Low"
441311,"Medium"
441357,"Low"
441396,"Super High"
441402,"Low"
441407,"Medium"
441410,"Medium"
441412,"Low"
441421,"Medium"
441427,"Super High"
441440,"Medium"
441448,"Super High"
441452,"Medium"
441458,"Super High"
441464,"Medium"
441467,"Medium"
441468,"Super High"
441485,"Low"
441490,"Medium"
441543,"Super High"
441547,"High"
441563,"Medium"
441597,"Low"
441605,"Super High"
441606,"Medium"
441610,"High"
441615,"Low"
441623,"Medium"
441634,"Medium"
441642,"High"
441643,"Medium"
441646,"Medium"
441664,"Low"
441665,"Super High"
441681,"Low"
441688,"Medium"
441712,"Medium"
441737,"Super High"
441759,"Medium"
441784,"Medium"
441820,"Super High"
441837,"Low"
441839,"Medium"
441853,"Medium"
441855,"Super High"
441857,"Medium"
441867,"Medium"
441871,"Super High"
441894,"Medium"
441897,"Low"
441924,"Medium"
441930,"Medium"
441967,"Super High"
441972,"Medium"
441993,"Medium"
442000,"Medium"
442003,"Medium"
442009,"Super High"
442011,"Super High"
442016,"Medium"
442018,"Low"
442030,"Super High"
442044,"Medium"
442074,"Medium"
442075,"Super High"
442076,"Medium"
442088,"Medium"
442090,"Low"
442091,"Medium"
442102,"Medium"
442103,"Low"
442110,"Medium"
442116,"Medium"
442121,"Medium"
442125,"Super High"
442126,"Super High"
442132,"Super High"
442134,"High"
442138,"Medium"
442142,"Medium"
442146,"Medium"
442149,"High"
442154,"Medium"
442157,"Medium"
442162,"Super High"
442165,"Medium"
442173,"Super High"
442177,"High"
442806,"Medium"
442812,"Super High"
442817,"Medium"
442845,"Medium"
442868,"Super High"
442875,"Medium"
442882,"Super High"
442884,"Medium"
442894,"Medium"
442926,"Medium"
442935,"Medium"
442971,"Medium"
443008,"Medium"
443028,"Super High"
443093,"Medium"
443111,"Super High"
443118,"Super High"
443127,"Low"
443146,"Super High"
443159,"Medium"
443175,"Medium"
443176,"Medium"
443178,"Medium"
443182,"High"
443190,"High"
443212,"Medium"
443213,"High"
443215,"Medium"
443233,"Medium"
443259,"Super High"
443265,"Medium"
443272,"High"
443279,"Low"
443280,"Medium"
443285,"Super High"
443288,"Medium"
443290,"Medium"
443300,"Super High"
443328,"Low"
443343,"Super High"
443346,"Medium"
443349,"Super High"
443351,"High"
443352,"Super High"
443380,"Medium"
443390,"Low"
443394,"Super High"
443409,"Low"
443416,"Super High"
443468,"Super High"
443474,"Super High"
443477,"Super High"
443483,"Medium"
443484,"Low"
443492,"Medium"
443500,"Medium"
443502,"Medium"
443514,"Medium"
443521,"Medium"
443522,"Medium"
443526,"Low"
443540,"Medium"
443553,"High"
443571,"Medium"
443572,"Low"
443573,"Medium"
443577,"Low"
443595,"Super High"
443616,"High"
443618,"Medium"
443619,"Super High"
443626,"Medium"
443635,"Super High"
443642,"Super High"
443652,"Super High"
443659,"Super High"
443669,"Medium"
443695,"Super High"
443704,"High"
443707,"High"
443718,"High"
443722,"Medium"
443739,"Medium"
443744,"Medium"
443745,"High"
443749,"High"
443757,"High"
443759,"High"
443769,"Medium"
443773,"Super High"
443775,"Medium"
443800,"Low"
443817,"High"
443820,"Super High"
443830,"Medium"
443836,"Medium"
443840,"Super High"
443842,"High"
443843,"Low"
443854,"Medium"
443855,"High"
443860,"Low"
443863,"High"
443873,"High"
443874,"Medium"
443877,"Medium"
443885,"Super High"
443902,"Medium"
443904,"Low"
443918,"Medium"
443920,"High"
443927,"Super High"
443938,"Medium"
443942,"Super High"
443949,"Super High"
443951,"Medium"
443958,"Medium"
443962,"Low"
443966,"High"
443973,"High"
443980,"Medium"
443984,"Medium"
443985,"Low"
443988,"High"
443989,"High"
443990,"Medium"
443993,"Medium"
443997,"Medium"
444000,"Super High"
444003,"Medium"
444008,"Medium"
444011,"Low"
444014,"Medium"
444016,"High"
444022,"Super High"
444025,"Medium"
444158,"Low"
444195,"Low"
444298,"Super High"
444445,"Super High"
444462,"Super High"
444516,"Low"
444565,"Super High"
444568,"Super High"
444618,"Low"
444619,"Super High"
444640,"Low"
444657,"Super High"
444686,"Low"
444703,"Low"
444731,"Super High"
444739,"Low"
444761,"Super High"
444783,"Low"
444785,"Super High"
444798,"Low"
444810,"Low"
444833,"Low"
444838,"Low"
444850,"Super High"
444910,"Low"
444921,"Low"
444959,"Low"
444989,"Super High"
444997,"Medium"
445042,"Low"
445044,"Super High"
445049,"Low"
445092,"Super High"
445102,"Super High"
445116,"Low"
445118,"Low"
445123,"Low"
445130,"Low"
445148,"Super High"
445172,"Low"
445186,"High"
445197,"Low"
445200,"Super High"
445208,"Low"
445214,"Super High"
445218,"Low"
445228,"Medium"
445232,"High"
445249,"Low"
445250,"Super High"
445255,"High"
445258,"Low"
445260,"Super High"
445264,"Low"
445705,"Low"
445743,"Low"
445750,"Low"
445793,"Low"
445799,"Super High"
445807,"High"
445810,"Low"
445849,"High"
445850,"Low"
445890,"Low"
445894,"Low"
445898,"Super High"
445899,"High"
445922,"Low"
445928,"Super High"
445946,"Low"
445952,"Super High"
445954,"Super High"
445985,"Low"
446002,"Low"
446011,"Super High"
446031,"Low"
446094,"Low"
446101,"Super High"
446119,"Low"
446124,"Low"
446151,"Super High"
446154,"Super High"
446156,"Super High"
446604,"Super High"
446747,"Medium"
446870,"Low"
446879,"Low"
446941,"Low"
447061,"Super High"
447094,"Super High"
447118,"Super High"
447147,"Low"
447162,"Low"
447206,"Low"
447277,"Low"
447292,"Low"
447310,"Low"
447339,"Low"
447377,"Super High"
447414,"Medium"
447418,"High"
447443,"High"
447480,"Low"
447483,"High"
448359,"High"
448452,"Low"
448489,"Super High"
448514,"Super High"
448548,"Low"
448557,"Low"
448593,"Low"
448602,"Low"
448640,"Super High"
448644,"Super High"
448679,"Low"
448721,"Super High"
448730,"Low"
448738,"Low"
448743,"Low"
448782,"Low"
448852,"Super High"
448854,"Low"
448869,"Low"
448872,"Low"
448875,"Low"
448909,"Low"
448938,"Low"
448942,"High"
448952,"Low"
448974,"Low"
449021,"Super High"
449023,"Low"
449044,"Low"
449048,"Low"
449087,"Super High"
449091,"Super High"
449119,"Super High"
449124,"Low"
449134,"Low"
449145,"Low"
449162,"High"
449163,"Super High"
449169,"Low"
449171,"Super High"
449173,"High"
449182,"Super High"
449185,"Super High"
449187,"Low"
449195,"Super High"
449219,"Low"
449245,"Low"
449246,"Low"
449249,"Super High"
449251,"Low"
449253,"Low"
449256,"Super High"
449259,"High"
449267,"Low"
449272,"Super High"
449278,"Super High"
449288,"Low"
449295,"Low"
449303,"Low"
449305,"Low"
449307,"Low"
449309,"Low"
449311,"Low"
449314,"Low"
449324,"Super High"
449335,"Low"
449347,"Low"
449349,"Low"
449350,"Low"
449354,"Super High"
449566,"Super High"
449604,"High"
449728,"High"
449732,"Super High"
449758,"Low"
449760,"Low"
449763,"Super High"
449843,"Low"
449857,"Super High"
449862,"High"
449866,"Super High"
449869,"Super High"
449886,"Low"
449905,"High"
449935,"Low"
449938,"Super High"
449940,"Super High"
449952,"High"
449957,"High"
449959,"Super High"
449964,"Low"
449997,"Low"
450004,"Super High"
450008,"Low"
450280,"Low"
450575,"Low"
450605,"Super High"
450696,"Low"
450708,"Low"
450727,"Super High"
450765,"Low"
450824,"Low"
450836,"Super High"
450838,"Super High"
450847,"Super High"
450856,"High"
450865,"Low"
450877,"Low"
450883,"Low"
450901,"Super High"
450949,"Low"
450952,"Low"
450964,"Super High"
450965,"Low"
450971,"Low"
450975,"Super High"
450985,"Low"
451020,"High"
451031,"Low"
451032,"Super High"
451044,"Low"
451055,"Super High"
451073,"High"
451076,"Low"
451084,"Low"
451093,"Low"
451100,"Super High"
451101,"Super High"
451102,"Low"
451141,"High"
451143,"High"
451145,"Low"
451150,"Super High"
451161,"Super High"
451167,"Low"
451179,"Super High"
451192,"Super High"
451199,"Low"
451201,"Low"
451209,"Low"
451211,"Low"
451214,"High"
451217,"Low"
451685,"Low"
451776,"Low"
451835,"Low"
451838,"Super High"
451846,"Low"
451861,"Low"
451930,"Low"
451956,"Low"
451967,"Super High"
451970,"Low"
451974,"Low"
451976,"Low"
451984,"Low"
451992,"Low"
451998,"Super High"
452028,"Medium"
452038,"High"
452057,"Low"
452077,"Low"
452092,"Low"
452123,"High"
452144,"Low"
452180,"Low"
452241,"Super High"
452248,"Low"
452255,"High"
452259,"Super High"
452261,"Super High"
452270,"Super High"
452276,"Low"
452284,"High"
452297,"Super High"
452300,"High"
452301,"High"
452305,"Low"
452918,"Low"
452924,"Low"
453027,"Low"
453065,"Super High"
453085,"Low"
453087,"Low"
453106,"Low"
453114,"Low"
453134,"Super High"
453154,"Super High"
453194,"Low"
453244,"Super High"
453256,"Low"
453277,"Low"
453282,"Low"
453298,"Low"
453353,"Low"
453360,"Low"
453370,"High"
453396,"Super High"
453397,"Low"
453405,"High"
453408,"Super High"
453411,"Super High"
453416,"Low"
453431,"Low"
453456,"Super High"
453486,"Low"
453502,"Low"
453510,"Super High"
453514,"Low"
453533,"Medium"
453551,"Super High"
453564,"Low"
453612,"Super High"
453626,"Low"
453650,"Low"
453687,"Super High"
453692,"Super High"
453710,"Low"
453711,"Low"
453713,"Low"
453732,"Low"
453734,"Low"
453736,"Super High"
453748,"High"
453749,"Low"
453752,"Super High"
453773,"Low"
453797,"Low"
453810,"Super High"
453815,"Low"
453834,"Low"
453860,"Low"
453900,"Low"
453907,"Super High"
453913,"Super High"
453914,"Low"
453982,"Super High"
453991,"Low"
453994,"Medium"
454037,"Low"
454045,"Low"
454051,"Super High"
454058,"Low"
454080,"Low"
454082,"Low"
454084,"Low"
454155,"Low"
454177,"Low"
454226,"Medium"
454230,"Low"
454233,"Low"
454241,"Super High"
454264,"High"
454267,"Super High"
454270,"Super High"
454272,"High"
454285,"Low"
454293,"High"
454304,"Low"
454311,"Low"
454328,"Low"
454330,"Low"
454350,"Low"
454372,"Low"
454383,"Low"
454386,"Low"
454397,"Low"
454408,"Low"
454420,"Low"
454479,"Low"
454481,"Low"
454486,"Low"
454493,"Medium"
454498,"Super High"
454511,"Super High"
454523,"High"
454524,"Low"
454527,"Super High"
454539,"High"
454558,"Super High"
454560,"Super High"
454561,"Low"
454562,"High"
454774,"Super High"
454811,"Low"
454956,"Low"
454976,"Low"
454996,"Low"
454998,"Low"
455029,"Super High"
455036,"Low"
455073,"Low"
455074,"Low"
455078,"Low"
455080,"Low"
455122,"Low"
455140,"Low"
455142,"Low"
455146,"Super High"
455161,"Super High"
455185,"Low"
455213,"Low"
455235,"Super High"
455236,"High"
455267,"Super High"
455272,"Low"
455274,"Low"
455308,"Medium"
455347,"Low"
455356,"Low"
455369,"Super High"
455401,"Super High"
455402,"Low"
455405,"Low"
455429,"Low"
455432,"Medium"
455434,"Low"
455454,"Low"
455455,"Super High"
455459,"Super High"
455465,"Super High"
455478,"Super High"
455490,"Super High"
455497,"Super High"
455502,"Low"
455509,"Low"
455514,"Super High"
455524,"Low"
455535,"Low"
455544,"Low"
455549,"Low"
455555,"Low"
455581,"Super High"
455583,"Low"
455584,"Low"
455585,"Low"
455593,"Low"
455596,"Low"
455603,"Super High"
455609,"Low"
455618,"Super High"
455619,"Low"
455620,"Super High"
455652,"Low"
455667,"Super High"
455673,"Super High"
455703,"High"
455714,"Super High"
455718,"Super High"
455721,"Low"
455729,"High"
456051,"Low"
456061,"Super High"
456168,"Low"
456196,"Super High"
456197,"Super High"
456216,"Super High"
456261,"Low"
456273,"Medium"
456295,"Super High"
456299,"Low"
456302,"Low"
456311,"Super High"
456315,"Low"
456322,"Super High"
456323,"Medium"
456334,"Super High"
456340,"Super High"
456352,"Low"
456369,"Super High"
456370,"Low"
456374,"Low"
456629,"Low"
456782,"Low"
457046,"Low"
457074,"Super High"
457241,"Low"
457280,"Super High"
457307,"Low"
457316,"Low"
457381,"Super High"
457407,"Super High"
457413,"Low"
457459,"Low"
457479,"Low"
457482,"Super High"
457518,"Super High"
457540,"Low"
457542,"Low"
457619,"Low"
457621,"Low"
457646,"Super High"
457652,"Low"
457654,"Low"
457660,"Super High"
457671,"Super High"
457697,"Low"
457700,"Low"
457712,"Low"
457724,"Super High"
457729,"Medium"
457736,"Low"
457781,"Low"
